tourney_id,tourney_name,tourney_date,surface,winner,country_winner,loser,country_loser,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,aces
2018-M006,Indian Wells Masters,20180305,Hard,"Chung, Hyeon",KOR,"Cuevas, Pablo",URU,6-1 6-3,3,R16,78.0,3.0,3.0,57.0,33.0,24.0,13.0,8.0,2.0,4.0,3.0,6.0,49.0,29.0,16.0,5.0,8.0,5.0,11.0,26.0,1567.0,34.0,1310.0,2.0
2018-0414,Hamburg,20180723,Clay,"Basilashvili, Nikoloz",RUS,"Cuevas, Pablo",URU,7-6(6) 6-4,3,R16,103.0,5.0,4.0,74.0,34.0,24.0,27.0,11.0,2.0,3.0,8.0,3.0,75.0,46.0,35.0,14.0,11.0,7.0,9.0,81.0,715.0,72.0,770.0,3.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Verdasco, Fernando",ESP,"Cuevas, Pablo",URU,5-7 7-6(4) 6-1,3,R64,170.0,4.0,6.0,110.0,77.0,52.0,10.0,15.0,8.0,12.0,5.0,5.0,116.0,55.0,33.0,28.0,16.0,10.0,16.0,37.0,1280.0,41.0,1210.0,1.0
2018-0506,Buenos Aires,20180212,Clay,"Monfils, Gael",FRA,"Cuevas, Pablo",URU,6-1 6-4,3,R32,65.0,0.0,2.0,57.0,44.0,33.0,8.0,9.0,2.0,2.0,0.0,1.0,46.0,31.0,17.0,8.0,8.0,0.0,3.0,43.0,1175.0,32.0,1380.0,0.0
2018-0439,Umag,20180716,Clay,"Djere, Laslo",SRB,"Cuevas, Pablo",URU,6-4 1-6 6-3,3,R32,129.0,3.0,2.0,82.0,49.0,34.0,17.0,13.0,1.0,4.0,4.0,2.0,88.0,46.0,28.0,27.0,13.0,9.0,12.0,100.0,578.0,74.0,770.0,1.0
2018-6932,Rio De Janeiro,20180219,Clay,"Jarry, Nicolas",CHI,"Cuevas, Pablo",URU,7-5 6-3,3,QF,83.0,4.0,2.0,72.0,50.0,35.0,14.0,11.0,4.0,4.0,2.0,3.0,54.0,36.0,27.0,10.0,10.0,2.0,4.0,94.0,596.0,33.0,1380.0,3.0
2018-520,Roland Garros,20180528,Clay,"Anderson, Kevin",RSA,"Cuevas, Pablo",URU,6-3 3-6 7-6(5) 6-4,5,R64,164.0,21.0,3.0,113.0,69.0,59.0,26.0,20.0,2.0,3.0,12.0,5.0,119.0,65.0,50.0,34.0,20.0,7.0,9.0,7.0,3635.0,75.0,755.0,8.0
2018-0301,Auckland,20180108,Hard,"Khachanov, Karen",RUS,"Cuevas, Pablo",URU,6-2 7-6(4),3,R16,71.0,10.0,2.0,57.0,37.0,28.0,13.0,10.0,1.0,2.0,3.0,0.0,61.0,34.0,24.0,11.0,10.0,1.0,4.0,48.0,1030.0,33.0,1370.0,8.0
2018-0425,Barcelona,20180423,Clay,"Mannarino, Adrian",FRA,"Cuevas, Pablo",URU,6-4 7-6(5),3,R32,108.0,2.0,0.0,75.0,49.0,35.0,14.0,11.0,5.0,6.0,4.0,2.0,72.0,36.0,26.0,21.0,11.0,3.0,5.0,27.0,1585.0,46.0,1040.0,1.0
2018-0533,Sao Paulo,20180226,Clay,"Fognini, Fabio",ITA,"Cuevas, Pablo",URU,6-4 6-2,3,SF,71.0,3.0,0.0,52.0,28.0,21.0,17.0,9.0,3.0,3.0,1.0,2.0,56.0,38.0,23.0,10.0,9.0,4.0,7.0,20.0,1985.0,31.0,1470.0,3.0
2018-M021,Madrid Masters,20180507,Clay,"Isner, John",USA,"Cuevas, Pablo",URU,6-7(9) 7-6(3) 7-6(4),3,R16,141.0,32.0,1.0,118.0,89.0,71.0,20.0,18.0,2.0,2.0,16.0,2.0,108.0,74.0,67.0,20.0,18.0,0.0,0.0,9.0,3125.0,47.0,1060.0,14.0
2018-M009,Rome Masters,20180514,Clay,"Cecchinato, Marco",ITA,"Cuevas, Pablo",URU,2-6 7-5 6-4,3,R64,126.0,6.0,4.0,92.0,73.0,56.0,4.0,15.0,2.0,4.0,5.0,0.0,95.0,60.0,41.0,20.0,15.0,2.0,4.0,73.0,778.0,71.0,790.0,3.0
2018-540,Wimbledon,20180702,Grass,"Bolelli, Simone",ITA,"Cuevas, Pablo",URU,7-6(5) 7-6(6) 6-1,5,R128,127.0,6.0,3.0,103.0,79.0,61.0,16.0,18.0,3.0,3.0,20.0,10.0,103.0,56.0,46.0,21.0,15.0,7.0,9.0,154.0,370.0,76.0,735.0,3.0
2018-0424,New York,20180212,Hard,"Harrison, Ryan",USA,"Young, Donald",USA,6-3 7-6(4),3,R32,91.0,10.0,1.0,72.0,49.0,36.0,11.0,11.0,4.0,6.0,2.0,3.0,70.0,38.0,24.0,16.0,10.0,7.0,10.0,44.0,1105.0,65.0,781.0,7.0
2018-6116,Atlanta,20180723,Hard,"Ebden, Matthew",AUS,"Young, Donald",USA,6-4 6-4,3,R16,64.0,9.0,4.0,57.0,32.0,27.0,14.0,10.0,3.0,4.0,1.0,3.0,57.0,37.0,22.0,13.0,10.0,2.0,5.0,55.0,917.0,230.0,242.0,8.0
2018-M004,Acapulco,20180226,Hard,"Chung, Hyeon",KOR,"Young, Donald",USA,7-6(5) 6-1,3,R32,86.0,3.0,4.0,67.0,36.0,26.0,11.0,10.0,5.0,8.0,1.0,5.0,68.0,36.0,20.0,11.0,9.0,3.0,8.0,29.0,1497.0,89.0,631.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Coric, Borna",CRO,"Young, Donald",USA,6-0 6-2,3,R128,58.0,6.0,2.0,44.0,23.0,18.0,13.0,7.0,0.0,0.0,1.0,2.0,42.0,25.0,11.0,6.0,7.0,0.0,5.0,49.0,1026.0,99.0,586.0,6.0
2018-0301,Auckland,20180108,Hard,"Sousa, Joao",POR,"Young, Donald",USA,6-7(8) 6-4 6-2,3,R32,122.0,9.0,0.0,86.0,49.0,45.0,21.0,15.0,1.0,2.0,8.0,3.0,96.0,55.0,36.0,25.0,15.0,10.0,14.0,59.0,850.0,63.0,816.0,4.0
2018-560,Us Open,20180827,Hard,"Del Potro, Juan Martin",ARG,"Young, Donald",USA,6-0 6-3 6-4,5,R128,103.0,11.0,2.0,64.0,44.0,35.0,11.0,13.0,0.0,2.0,2.0,6.0,71.0,45.0,25.0,10.0,12.0,7.0,14.0,3.0,5500.0,246.0,222.0,6.0
2018-M007,Miami Masters,20180319,Hard,"Mayer, Leonardo",ARG,"Young, Donald",USA,3-6 6-4 6-2,3,R128,123.0,6.0,3.0,92.0,64.0,43.0,13.0,14.0,7.0,10.0,2.0,7.0,90.0,52.0,33.0,18.0,13.0,4.0,8.0,45.0,1080.0,110.0,506.0,3.0
2018-580,Australian Open,20180115,Hard,"Djokovic, Novak",SRB,"Young, Donald",USA,6-1 6-2 6-4,5,R128,111.0,4.0,1.0,66.0,38.0,30.0,20.0,13.0,1.0,2.0,2.0,2.0,103.0,59.0,28.0,24.0,12.0,19.0,25.0,14.0,2335.0,63.0,816.0,2.0
2018-0499,Delray Beach,20180219,Hard,"Donskoy, Evgeny",RUS,"Young, Donald",USA,7-6(6) 6-3,3,R16,93.0,5.0,3.0,80.0,49.0,36.0,19.0,11.0,6.0,7.0,6.0,9.0,63.0,32.0,28.0,13.0,10.0,0.0,2.0,76.0,694.0,75.0,701.0,3.0
2018-0717,Houston,20180409,Clay,"Kicker, Nicolas",ARG,"Young, Donald",USA,6-3 6-2,3,R32,74.0,0.0,0.0,38.0,34.0,19.0,3.0,8.0,1.0,4.0,1.0,2.0,46.0,37.0,10.0,4.0,9.0,3.0,10.0,87.0,650.0,130.0,426.0,0.0
2018-M035,Washington,20180730,Hard,"Nishikori, Kei",JPN,"Young, Donald",USA,6-3 6-4,3,R32,84.0,8.0,1.0,59.0,40.0,33.0,8.0,10.0,2.0,3.0,1.0,2.0,55.0,37.0,28.0,5.0,9.0,2.0,5.0,20.0,1800.0,234.0,242.0,6.0
2018-0315,Newport,20180716,Grass,"Pospisil, Vasek",CAN,"Young, Donald",USA,7-6(5) 6-1,3,R32,84.0,7.0,1.0,68.0,39.0,33.0,15.0,9.0,5.0,5.0,3.0,6.0,70.0,40.0,26.0,15.0,10.0,4.0,7.0,98.0,594.0,232.0,242.0,5.0
2018-M004,Acapulco,20180226,Hard,"Harrison, Ryan",USA,"Isner, John",USA,6-3 7-6(5),3,R32,86.0,8.0,2.0,72.0,42.0,34.0,20.0,11.0,7.0,8.0,17.0,0.0,60.0,39.0,30.0,13.0,10.0,2.0,4.0,60.0,875.0,19.0,2205.0,6.0
2018-580,Australian Open,20180115,Hard,"Ebden, Matthew",AUS,"Isner, John",USA,6-4 3-6 6-3 6-3,5,R128,124.0,13.0,4.0,97.0,68.0,57.0,18.0,18.0,2.0,3.0,24.0,2.0,105.0,68.0,48.0,20.0,19.0,0.0,4.0,78.0,684.0,16.0,2265.0,6.0
2018-0301,Auckland,20180108,Hard,"Chung, Hyeon",KOR,"Isner, John",USA,7-6(3) 5-7 6-2,3,R16,144.0,15.0,1.0,98.0,67.0,53.0,17.0,16.0,0.0,1.0,30.0,4.0,117.0,86.0,55.0,17.0,16.0,4.0,6.0,62.0,832.0,16.0,2265.0,6.0
2018-0499,Delray Beach,20180219,Hard,"Gojowczyk, Peter",GER,"Isner, John",USA,7-6(3) 6-7(4) 7-6(5),3,R16,151.0,6.0,5.0,124.0,58.0,49.0,41.0,18.0,3.0,3.0,30.0,1.0,115.0,80.0,67.0,20.0,18.0,1.0,1.0,64.0,821.0,18.0,2205.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Monfils, Gael",FRA,"Isner, John",USA,6-7(5) 7-6(3) 7-5,3,R64,155.0,8.0,5.0,121.0,81.0,62.0,24.0,18.0,7.0,7.0,15.0,3.0,107.0,68.0,55.0,23.0,18.0,2.0,3.0,42.0,1220.0,18.0,2205.0,3.0
2018-0337,Vienna,20181022,Hard,"Monfils, Gael",FRA,"Isner, John",USA,6-4 6-4,3,R16,69.0,10.0,2.0,57.0,41.0,34.0,9.0,10.0,1.0,1.0,9.0,2.0,66.0,47.0,32.0,9.0,10.0,2.0,4.0,33.0,1265.0,9.0,3380.0,9.0
2018-540,Wimbledon,20180702,Grass,"Anderson, Kevin",RSA,"Isner, John",USA,7-6(6) 6-7(5) 6-7(9) 6-4 26-24,5,SF,396.0,49.0,4.0,278.0,198.0,166.0,47.0,49.0,3.0,5.0,53.0,6.0,291.0,218.0,171.0,35.0,50.0,7.0,11.0,8.0,3635.0,10.0,3045.0,7.0
2018-0605,Tour Finals,20181112,Hard,"Cilic, Marin",CRO,"Isner, John",USA,6-7(2) 6-3 6-4,3,RR,134.0,6.0,3.0,89.0,53.0,47.0,20.0,16.0,4.0,5.0,17.0,6.0,104.0,68.0,50.0,18.0,15.0,8.0,11.0,7.0,4050.0,10.0,3155.0,3.0
2018-0421,Canada Masters,20180806,Hard,"Khachanov, Karen",RUS,"Isner, John",USA,7-6(5) 7-6(1),3,R16,89.0,15.0,5.0,69.0,45.0,42.0,16.0,12.0,1.0,1.0,19.0,4.0,80.0,53.0,43.0,14.0,12.0,4.0,4.0,38.0,1175.0,9.0,3490.0,10.0
2018-0352,Paris Masters,20181029,Hard,"Khachanov, Karen",RUS,"Isner, John",USA,6-4 6-7(9) 7-6(8),3,R16,148.0,11.0,3.0,100.0,66.0,61.0,22.0,17.0,0.0,0.0,19.0,4.0,118.0,80.0,67.0,19.0,17.0,4.0,5.0,18.0,1845.0,9.0,3425.0,4.0
2018-0717,Houston,20180409,Clay,"Johnson, Steve",USA,"Isner, John",USA,7-6(4) 4-6 7-6(5),3,QF,156.0,7.0,0.0,108.0,73.0,58.0,24.0,17.0,4.0,5.0,28.0,4.0,104.0,69.0,62.0,18.0,17.0,2.0,2.0,51.0,975.0,9.0,3125.0,3.0
2018-520,Roland Garros,20180528,Clay,"Del Potro, Juan Martin",ARG,"Isner, John",USA,6-4 6-4 6-4,5,R16,119.0,6.0,1.0,91.0,59.0,45.0,20.0,15.0,2.0,2.0,12.0,4.0,87.0,56.0,41.0,14.0,15.0,4.0,7.0,6.0,4450.0,10.0,2980.0,3.0
2018-560,Us Open,20180827,Hard,"Del Potro, Juan Martin",ARG,"Isner, John",USA,6-7(5) 6-3 7-6(4) 6-2,5,QF,211.0,14.0,4.0,121.0,76.0,68.0,29.0,22.0,3.0,3.0,26.0,4.0,145.0,89.0,63.0,31.0,21.0,8.0,11.0,3.0,5500.0,11.0,3200.0,4.0
2018-0605,Tour Finals,20181112,Hard,"Djokovic, Novak",SRB,"Isner, John",USA,6-4 6-3,3,RR,73.0,6.0,1.0,43.0,30.0,26.0,11.0,9.0,0.0,0.0,13.0,2.0,65.0,45.0,30.0,8.0,10.0,6.0,9.0,1.0,8045.0,10.0,3155.0,5.0
2018-M009,Rome Masters,20180514,Clay,"Ramos, Albert",ESP,"Isner, John",USA,6-7(5) 7-6(2) 7-6(5),3,R32,172.0,4.0,1.0,119.0,85.0,64.0,23.0,18.0,1.0,2.0,30.0,4.0,127.0,82.0,66.0,24.0,18.0,5.0,6.0,41.0,1180.0,9.0,3305.0,1.0
2018-M021,Madrid Masters,20180507,Clay,"Zverev, Alexander",GER,"Isner, John",USA,6-4 7-5,3,QF,78.0,5.0,0.0,51.0,35.0,29.0,16.0,11.0,0.0,0.0,9.0,0.0,77.0,66.0,43.0,4.0,11.0,5.0,7.0,3.0,5195.0,9.0,3125.0,4.0
2018-0605,Tour Finals,20181112,Hard,"Zverev, Alexander",GER,"Isner, John",USA,7-6(5) 6-3,3,RR,81.0,18.0,2.0,64.0,48.0,41.0,9.0,11.0,1.0,1.0,10.0,1.0,60.0,37.0,27.0,15.0,10.0,0.0,1.0,5.0,5085.0,10.0,3155.0,13.0
2018-M024,Cincinnati Masters,20180813,Hard,"Querrey, Sam",USA,"Isner, John",USA,6-4 6-7(5) 7-6(5),3,R64,127.0,26.0,3.0,114.0,69.0,60.0,23.0,17.0,2.0,3.0,38.0,2.0,99.0,68.0,56.0,22.0,17.0,2.0,4.0,34.0,1225.0,9.0,3570.0,12.0
2018-7694,Lyon,20180521,Clay,"Norrie, Cameron",GBR,"Isner, John",USA,7-6(1) 6-4,3,QF,85.0,4.0,2.0,84.0,59.0,44.0,13.0,11.0,4.0,4.0,10.0,2.0,64.0,49.0,40.0,5.0,11.0,0.0,1.0,102.0,599.0,10.0,2955.0,3.0
2018-0424,New York,20180212,Hard,"Albot, Radu",MDA,"Isner, John",USA,7-6(5) 3-6 6-3,3,R16,125.0,1.0,3.0,99.0,68.0,46.0,20.0,15.0,4.0,6.0,28.0,2.0,90.0,66.0,55.0,9.0,15.0,3.0,5.0,91.0,608.0,18.0,2230.0,0.0
2018-M035,Washington,20180730,Hard,"Rubin, Noah",USA,"Isner, John",USA,6-4 7-6(6),3,R32,99.0,7.0,2.0,77.0,47.0,34.0,22.0,11.0,7.0,8.0,9.0,5.0,73.0,40.0,32.0,16.0,11.0,3.0,5.0,152.0,373.0,9.0,3490.0,4.0
2018-0429,Stockholm,20181015,Hard,"Gulbis, Ernests",LAT,"Isner, John",USA,1-6 6-3 6-3,3,SF,108.0,11.0,3.0,75.0,50.0,38.0,11.0,12.0,3.0,5.0,13.0,2.0,85.0,58.0,38.0,13.0,13.0,5.0,8.0,145.0,404.0,10.0,3290.0,6.0
2018-M004,Acapulco,20180226,Hard,"Harrison, Ryan",USA,"Schwartzman, Diego Sebastian",ARG,6-3 5-7 6-4,3,R16,136.0,9.0,5.0,118.0,70.0,47.0,24.0,16.0,7.0,10.0,8.0,3.0,84.0,48.0,38.0,15.0,15.0,1.0,5.0,60.0,875.0,18.0,2220.0,4.0
2018-M020,Brisbane,20180101,Hard,"Dolgopolov, Alexandr",UKR,"Schwartzman, Diego Sebastian",ARG,6-4 7-6(3),3,R32,93.0,6.0,4.0,69.0,40.0,32.0,16.0,11.0,3.0,4.0,1.0,2.0,70.0,34.0,22.0,20.0,11.0,1.0,3.0,38.0,1231.0,26.0,1675.0,4.0
2018-0337,Vienna,20181022,Hard,"Edmund, Kyle",GBR,"Schwartzman, Diego Sebastian",ARG,6-3 7-6(3),3,R32,81.0,11.0,2.0,68.0,45.0,40.0,11.0,11.0,1.0,1.0,6.0,2.0,58.0,37.0,30.0,11.0,10.0,0.0,1.0,14.0,2330.0,17.0,1880.0,8.0
2018-M001,Sydney,20180108,Hard,"Lopez, Feliciano",ESP,"Schwartzman, Diego Sebastian",ARG,6-3 7-6(1),3,R16,79.0,15.0,3.0,60.0,43.0,38.0,9.0,11.0,1.0,2.0,2.0,0.0,60.0,32.0,22.0,17.0,10.0,2.0,4.0,36.0,1295.0,26.0,1675.0,11.0
2018-7485,Antwerp,20181015,Hard,"Monfils, Gael",FRA,"Schwartzman, Diego Sebastian",ARG,6-3 6-4,3,SF,77.0,10.0,1.0,60.0,36.0,27.0,14.0,10.0,2.0,3.0,1.0,2.0,57.0,38.0,22.0,12.0,9.0,2.0,5.0,38.0,1160.0,17.0,1940.0,8.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Gasquet, Richard",FRA,"Schwartzman, Diego Sebastian",ARG,6-2 6-1,3,R32,70.0,2.0,1.0,45.0,24.0,20.0,13.0,8.0,1.0,1.0,1.0,3.0,40.0,23.0,13.0,6.0,7.0,4.0,8.0,34.0,1340.0,15.0,2220.0,2.0
2018-0425,Barcelona,20180423,Clay,"Tsitsipas, Stefanos",GRE,"Schwartzman, Diego Sebastian",ARG,6-2 6-1,3,R32,61.0,4.0,1.0,47.0,28.0,25.0,9.0,8.0,0.0,0.0,0.0,1.0,40.0,30.0,14.0,5.0,7.0,1.0,5.0,63.0,822.0,17.0,2130.0,4.0
2018-0506,Buenos Aires,20180212,Clay,"Bedene, Aljaz",SLO,"Schwartzman, Diego Sebastian",ARG,6-4 6-4,3,QF,97.0,5.0,1.0,66.0,42.0,30.0,11.0,10.0,8.0,10.0,0.0,3.0,65.0,39.0,23.0,13.0,10.0,2.0,6.0,51.0,968.0,24.0,1810.0,3.0
2018-M009,Rome Masters,20180514,Clay,"Paire, Benoit",FRA,"Schwartzman, Diego Sebastian",ARG,2-6 6-4 6-2,3,R32,111.0,6.0,3.0,82.0,36.0,28.0,22.0,13.0,4.0,7.0,0.0,2.0,98.0,73.0,42.0,12.0,13.0,11.0,15.0,52.0,975.0,15.0,2130.0,3.0
2018-0421,Canada Masters,20180806,Hard,"Cilic, Marin",CRO,"Schwartzman, Diego Sebastian",ARG,6-3 6-2,3,R16,71.0,5.0,1.0,49.0,29.0,24.0,9.0,9.0,0.0,2.0,1.0,1.0,51.0,33.0,17.0,8.0,8.0,4.0,9.0,7.0,3905.0,12.0,2470.0,4.0
2018-540,Wimbledon,20180702,Grass,"Vesely, Jiri",CZE,"Schwartzman, Diego Sebastian",ARG,6-3 6-4 7-6(3),5,R64,133.0,17.0,7.0,111.0,74.0,54.0,17.0,17.0,7.0,9.0,7.0,1.0,87.0,60.0,37.0,17.0,15.0,2.0,6.0,93.0,640.0,11.0,2435.0,8.0
2018-M016,Eastbourne,20180625,Grass,"Lacko, Lukas",SVK,"Schwartzman, Diego Sebastian",ARG,4-6 6-4 7-5,3,R16,135.0,8.0,4.0,94.0,59.0,40.0,21.0,16.0,4.0,7.0,3.0,8.0,110.0,65.0,47.0,19.0,16.0,9.0,13.0,94.0,612.0,11.0,2435.0,4.0
2018-0414,Hamburg,20180723,Clay,"Mayer, Leonardo",ARG,"Schwartzman, Diego Sebastian",ARG,6-3 4-6 6-3,3,QF,133.0,4.0,6.0,83.0,48.0,36.0,14.0,14.0,5.0,9.0,2.0,8.0,86.0,53.0,38.0,9.0,14.0,7.0,13.0,36.0,1197.0,12.0,2470.0,2.0
2018-0329,Tokyo,20181001,Hard,"Medvedev, Daniil",RUS,"Schwartzman, Diego Sebastian",ARG,6-4 6-4,3,R32,88.0,3.0,4.0,52.0,29.0,23.0,13.0,10.0,1.0,3.0,2.0,2.0,72.0,51.0,33.0,6.0,10.0,6.0,10.0,32.0,1287.0,14.0,2110.0,2.0
2018-580,Australian Open,20180115,Hard,"Nadal, Rafael",ESP,"Schwartzman, Diego Sebastian",ARG,6-3 6-7(4) 6-3 6-3,5,R16,231.0,7.0,4.0,146.0,100.0,63.0,28.0,20.0,15.0,18.0,12.0,3.0,147.0,79.0,53.0,30.0,19.0,11.0,18.0,1.0,10600.0,26.0,1675.0,2.0
2018-M021,Madrid Masters,20180507,Clay,"Nadal, Rafael",ESP,"Schwartzman, Diego Sebastian",ARG,6-3 6-4,3,R16,104.0,1.0,1.0,63.0,44.0,29.0,14.0,10.0,3.0,4.0,1.0,3.0,62.0,34.0,20.0,16.0,9.0,4.0,7.0,1.0,8770.0,16.0,2085.0,1.0
2018-520,Roland Garros,20180528,Clay,"Nadal, Rafael",ESP,"Schwartzman, Diego Sebastian",ARG,4-6 6-3 6-2 6-2,5,QF,222.0,1.0,3.0,129.0,74.0,45.0,30.0,18.0,15.0,20.0,1.0,3.0,118.0,69.0,38.0,18.0,17.0,9.0,18.0,1.0,8770.0,12.0,2165.0,0.0
2018-M006,Indian Wells Masters,20180305,Hard,"Baghdatis, Marcos",CYP,"Schwartzman, Diego Sebastian",ARG,7-5 6-4,3,R64,96.0,3.0,1.0,68.0,38.0,29.0,13.0,11.0,5.0,8.0,2.0,4.0,64.0,27.0,19.0,16.0,11.0,3.0,8.0,102.0,564.0,17.0,2220.0,2.0
2018-0308,Munich,20180430,Clay,"Marterer, Maximilian",GER,"Schwartzman, Diego Sebastian",ARG,6-4 6-2,3,R16,89.0,4.0,0.0,69.0,45.0,31.0,14.0,9.0,10.0,10.0,0.0,3.0,69.0,47.0,29.0,8.0,9.0,4.0,7.0,73.0,739.0,16.0,2130.0,3.0
2018-M024,Cincinnati Masters,20180813,Hard,"Wawrinka, Stanislas",SUI,"Schwartzman, Diego Sebastian",ARG,6-2 4-6 6-3,3,R64,115.0,6.0,3.0,78.0,47.0,37.0,14.0,13.0,3.0,5.0,3.0,6.0,97.0,68.0,42.0,12.0,14.0,6.0,11.0,151.0,380.0,12.0,2380.0,3.0
2018-0352,Paris Masters,20181029,Hard,"Zverev, Alexander",GER,"Schwartzman, Diego Sebastian",ARG,6-4 6-2,3,R16,81.0,7.0,3.0,58.0,38.0,32.0,8.0,9.0,4.0,4.0,5.0,2.0,61.0,37.0,22.0,12.0,9.0,3.0,6.0,5.0,5115.0,19.0,1835.0,5.0
2018-5014,Shanghai Masters,20181008,Hard,"Querrey, Sam",USA,"Schwartzman, Diego Sebastian",ARG,6-3 6-4,3,R64,66.0,14.0,1.0,58.0,39.0,34.0,9.0,10.0,3.0,4.0,0.0,6.0,57.0,35.0,24.0,11.0,9.0,3.0,6.0,57.0,920.0,16.0,1975.0,13.0
2018-560,Us Open,20180827,Hard,"Nishikori, Kei",JPN,"Schwartzman, Diego Sebastian",ARG,6-4 6-4 5-7 6-1,5,R32,198.0,6.0,5.0,119.0,72.0,53.0,20.0,19.0,7.0,11.0,0.0,9.0,149.0,88.0,49.0,31.0,20.0,13.0,21.0,19.0,1755.0,13.0,2380.0,2.0
2018-M007,Miami Masters,20180319,Hard,"Raonic, Milos",CAN,"Schwartzman, Diego Sebastian",ARG,7-6(5) 6-3,3,R32,91.0,10.0,2.0,62.0,35.0,29.0,16.0,10.0,3.0,3.0,0.0,1.0,67.0,48.0,35.0,10.0,11.0,4.0,6.0,25.0,1630.0,16.0,2220.0,7.0
2018-0316,Bastad,20180716,Clay,"Bolelli, Simone",ITA,"Schwartzman, Diego Sebastian",ARG,7-6(8) 6-3,3,R16,114.0,1.0,0.0,81.0,60.0,40.0,10.0,11.0,5.0,8.0,1.0,1.0,78.0,44.0,23.0,19.0,10.0,3.0,7.0,153.0,361.0,12.0,2470.0,1.0
2018-M-DC-2018-WG-M-USA-BEL-01,Davis Cup WG QF: USA vs BEL,20180406,Hard,"Harrison, Ryan",USA,"Bemelmans, Ruben",BEL,6-3 6-4,3,RR,65.0,1.0,1.0,59.0,33.0,24.0,17.0,10.0,5.0,6.0,5.0,2.0,51.0,33.0,21.0,10.0,9.0,0.0,3.0,54.0,945.0,110.0,523.0,1.0
2018-580,Australian Open,20180115,Hard,"Basilashvili, Nikoloz",RUS,"Bemelmans, Ruben",BEL,7-5 6-1 6-3,5,R64,101.0,6.0,7.0,89.0,46.0,37.0,27.0,14.0,1.0,1.0,6.0,3.0,82.0,52.0,37.0,9.0,14.0,2.0,7.0,61.0,836.0,117.0,488.0,4.0
2018-7485,Antwerp,20181015,Hard,"Monfils, Gael",FRA,"Bemelmans, Ruben",BEL,6-0 6-3,3,R32,64.0,12.0,1.0,45.0,31.0,23.0,9.0,8.0,1.0,2.0,3.0,0.0,59.0,41.0,22.0,5.0,7.0,7.0,12.0,38.0,1160.0,110.0,524.0,11.0
2018-0337,Vienna,20181022,Hard,"Thiem, Dominic",AUT,"Bemelmans, Ruben",BEL,7-5 7-6(5),3,R32,105.0,7.0,2.0,75.0,46.0,33.0,21.0,12.0,3.0,3.0,4.0,1.0,87.0,65.0,46.0,10.0,12.0,4.0,5.0,7.0,3825.0,134.0,434.0,4.0
2018-0891,Pune,20180101,Hard,"Monteiro, Thiago",BRA,"Bemelmans, Ruben",BEL,6-7(4) 6-3 7-6(8),3,R32,161.0,6.0,6.0,114.0,65.0,56.0,24.0,17.0,5.0,6.0,8.0,1.0,107.0,75.0,58.0,16.0,16.0,1.0,3.0,124.0,475.0,117.0,503.0,2.0
2018-0496,Marseille,20180219,Hard,"Khachanov, Karen",RUS,"Bemelmans, Ruben",BEL,6-3 7-6(2),3,R32,77.0,15.0,0.0,66.0,52.0,41.0,9.0,10.0,4.0,4.0,8.0,0.0,70.0,51.0,39.0,8.0,11.0,1.0,3.0,47.0,1030.0,113.0,518.0,12.0
2018-0568,St. Petersburg,20180917,Hard,"Lacko, Lukas",SVK,"Bemelmans, Ruben",BEL,6-2 4-6 7-5,3,R32,115.0,15.0,1.0,81.0,49.0,37.0,17.0,15.0,2.0,5.0,8.0,2.0,95.0,63.0,43.0,13.0,15.0,8.0,13.0,77.0,720.0,109.0,486.0,8.0
2018-M006,Indian Wells Masters,20180305,Hard,"Mayer, Leonardo",ARG,"Bemelmans, Ruben",BEL,6-4 6-1,3,R64,60.0,8.0,2.0,44.0,29.0,24.0,12.0,9.0,0.0,0.0,2.0,0.0,47.0,34.0,18.0,7.0,8.0,3.0,6.0,47.0,1044.0,113.0,518.0,8.0
2018-0375,Montpellier,20180205,Hard,"Dzumhur, Damir",BIH,"Bemelmans, Ruben",BEL,7-5 6-4,3,R16,88.0,0.0,4.0,68.0,39.0,21.0,14.0,11.0,3.0,8.0,3.0,7.0,72.0,42.0,22.0,10.0,11.0,7.0,14.0,30.0,1471.0,121.0,478.0,0.0
2018-7581,Chengdu,20180924,Hard,"Fognini, Fabio",ITA,"Bemelmans, Ruben",BEL,6-4 7-6(2),3,R16,95.0,7.0,7.0,69.0,43.0,34.0,13.0,11.0,2.0,3.0,2.0,6.0,82.0,48.0,32.0,16.0,11.0,1.0,3.0,13.0,2120.0,114.0,492.0,4.0
2018-0315,Newport,20180716,Grass,"Kudla, Denis",USA,"Bemelmans, Ruben",BEL,6-3 6-4,3,R32,61.0,10.0,3.0,48.0,34.0,30.0,7.0,10.0,0.0,1.0,6.0,5.0,59.0,42.0,26.0,7.0,9.0,3.0,6.0,86.0,683.0,113.0,500.0,10.0
